student_id,pais,edad,genero,plan,escuela_principal,dispositivo_principal,objetivo_estudiante,nivel_educativo,experiencia_tech_anios,meses_suscrito,tipo_pago,dias_para_renovacion,intentos_pago_fallidos,fecha_registro,dias_en_gratuito_antes_pago,cursos_inscritos,tasa_completado,cursos_completados,certificados_obtenidos,rutas_inscritas,rutas_completadas,examenes_ruta_aprobados,interes_Prog,interes_DataSci,interes_Web,interes_Ingles,interes_Marketing,interes_Diseno,interes_Gestion,interes_SoftSkills,interes_Cloud,interes_Otros,dias_desde_ultimo_login,dias_desde_ultima_clase,sesiones_ultimo_mes,horas_vistas_total,horas_vistas_ultimo_mes,promedio_clases_semana,horas_semana_1,horas_semana_2,horas_semana_3,horas_semana_4,variacion_sesiones_vs_mes_anterior,racha_dias_maxima,racha_dias_actual,liveclasses_asistidas,hora_pico_uso,preguntas_en_foro,respuestas_en_foro,upvotes_recibidos,tutoriales_publicados,platzi_rank,nivel_rewards,tickets_soporte,dias_resolucion_promedio,nps_score,churn
PLZ-03649,Argentina,21,No especifica,Basic,Escuela de Data Science e Inteligencia Artificial,Desktop,Cambiar de carrera,Posgrado,5,1,Mensual,23.0,0,2023-02-03,8,3,0.06,0,0,3,0,0,0.15,0.05,0.44,0.0,0.09,0.46,0.27,0.12,0.42,0.18,1,6,7,11,11,2.8,3.3,3.9,2.4,2.7,-2.4,35,1,4,8,0,4,15,0,45,Estandar,1,6.0,8.0,0
PLZ-03650,Otros,30,Masculino,Expert,Escuela de Programacion y Software,Mobile,Ascender en trabajo actual,Secundaria,10,48,Anual,87.0,1,2024-08-20,8,12,0.37,4,3,4,1,1,0.3,0.14,0.1,0.22,0.29,0.15,0.48,0.03,0.08,0.02,5,14,13,81,12,3.0,3.1,3.8,2.4,4.0,0.8,3,0,4,8,3,8,31,0,2201,Pro,0,0.0,6.0,1
PLZ-03651,Perú,22,Masculino,Expert,Escuela de Soft Skills,Desktop,Ascender en trabajo actual,Universitario en curso,2,7,Cuotas x4,43.0,0,2022-11-29,14,7,0.71,4,3,0,0,0,0.04,0.05,0.44,0.29,0.38,0.18,0.08,0.07,0.12,0.63,25,32,6,52,9,2.2,2.3,2.9,2.2,3.0,1.7,8,0,4,15,2,3,11,0,223,Estandar,0,0.0,8.0,1
PLZ-03652,Colombia,26,Masculino,Expert Duo,Escuela de Programacion y Software,Tablet,Ascender en trabajo actual,Universitario completo,0,1,Anual,308.0,0,2023-12-10,0,8,0.18,1,0,2,0,0,0.14,0.11,0.03,0.19,0.1,0.43,0.28,0.23,0.29,0.21,6,11,13,37,23,5.8,3.3,8.0,5.8,8.4,-3.4,0,0,3,8,5,1,3,0,84,Estandar,0,0.0,9.0,1
PLZ-03653,Chile,35,Masculino,Expert,Escuela de Videojuegos,Desktop,Freelance / proyectos propios,Universitario en curso,1,2,Anual,21.0,2,2022-10-06,53,9,0.17,1,0,5,0,0,0.62,0.36,0.1,0.44,0.11,0.12,0.4,0.15,0.2,0.34,7,15,8,44,4,1.0,1.1,1.3,1.0,1.5,2.5,17,0,2,15,4,5,14,0,124,Estandar,2,5.0,9.0,0
PLZ-03654,México,23,Masculino,Expert Duo,Escuela de Programacion y Software,Desktop,Aprender por curiosidad,Secundaria,0,13,Anual,152.0,0,2022-02-16,13,14,0.6,8,7,2,1,1,0.15,0.38,0.41,0.11,0.07,0.47,0.22,0.45,0.29,0.4,4,16,9,134,23,5.8,8.1,8.6,4.3,4.0,2.3,47,0,2,17,4,5,8,1,1199,Estandar,0,0.0,4.0,1
PLZ-03655,México,17,Masculino,Gratuito,Escuela de Programacion y Software,Desktop,Emprender startup,Universitario en curso,1,1,Sin_suscripcion,-1.0,0,2023-12-31,9,2,0.19,0,0,4,0,0,0.28,0.55,0.28,0.04,0.15,0.25,0.34,0.11,0.13,0.02,10,15,2,3,3,0.8,1.1,0.9,0.4,0.6,2.6,4,0,0,18,1,6,13,0,60,Estandar,2,5.9,10.0,0
PLZ-03656,México,20,Masculino,Gratuito,Escuela de Ingles,Mobile,Ascender en trabajo actual,Universitario completo,3,8,Sin_suscripcion,-1.0,0,2022-06-08,8,1,0.21,0,0,1,0,0,0.36,0.47,0.28,0.32,0.37,0.07,0.08,0.16,0.1,0.53,44,46,0,1,1,0.2,0.0,0.0,0.0,0.0,-6.8,11,0,0,12,1,6,5,0,328,Estandar,4,4.5,9.0,0
PLZ-03657,México,32,Femenino,Gratuito,Escuela de Desarrollo Web,Desktop,Ascender en trabajo actual,Posgrado,2,1,Sin_suscripcion,-1.0,0,2022-02-04,21,3,0.01,0,0,3,0,0,0.37,0.19,0.31,0.49,0.01,0.37,0.07,0.2,0.55,0.24,121,124,1,8,1,0.2,0.0,0.0,0.0,0.0,-1.6,2,0,0,19,2,5,11,0,64,Estandar,1,6.6,8.0,0
PLZ-03658,Colombia,28,Femenino,Basic,Escuela de Desarrollo Web,Mobile,Cambiar de carrera,Secundaria,1,4,Mensual,17.0,1,2023-05-03,31,4,0.21,0,0,0,0,0,0.04,0.14,0.02,0.28,0.34,0.08,0.5,0.09,0.1,0.06,30,40,1,8,0,0.0,0.0,0.0,0.0,0.0,-5.0,6,0,0,15,2,5,11,0,181,Estandar,0,0.0,4.0,1
PLZ-03659,Argentina,26,Masculino,Expert Duo,Escuela de Ingles,Desktop,Conseguir empleo tech,Universitario completo,5,4,Anual,300.0,0,2024-04-04,13,13,0.55,7,6,1,0,0,0.33,0.04,0.41,0.07,0.61,0.21,0.54,0.14,0.25,0.21,4,17,13,106,7,1.8,1.7,2.2,2.4,1.0,2.4,10,0,3,15,6,5,7,0,354,Estandar,0,0.0,9.0,0
PLZ-03660,España,23,Masculino,Expert,Escuela de Data Science e Inteligencia Artificial,Desktop,Conseguir empleo tech,Tecnico,0,1,Anual,219.0,0,2023-05-25,16,8,0.35,2,1,0,0,0,0.1,0.15,0.06,0.13,0.28,0.35,0.22,0.15,0.16,0.07,3,12,8,45,23,5.8,7.3,7.8,6.2,4.5,1.8,9,0,4,19,1,6,3,0,130,Estandar,0,0.0,3.0,0
PLZ-03661,Colombia,29,No especifica,Expert Duo,Escuela de Marketing Digital,Mobile,Freelance / proyectos propios,Universitario completo,1,16,Anual,334.0,1,2023-09-21,8,8,0.5,4,3,0,0,0,0.44,0.11,0.06,0.29,0.35,0.04,0.19,0.12,0.46,0.14,4,13,22,50,25,6.2,3.8,7.0,4.0,7.1,5.4,41,0,3,7,5,9,20,0,541,Estandar,0,0.0,8.0,0
PLZ-03662,Colombia,21,Masculino,Basic,Escuela de Desarrollo Web,Mobile,Conseguir empleo tech,Secundaria,3,8,Mensual,27.0,0,2024-07-06,37,4,0.29,1,0,1,0,0,0.66,0.12,0.13,0.42,0.07,0.09,0.47,0.14,0.04,0.51,25,28,6,26,11,2.8,3.8,3.9,3.7,2.6,2.5,7,0,3,21,3,5,16,0,282,Estandar,0,0.0,10.0,1
PLZ-03663,México,28,Femenino,Basic,Escuela de Data Science e Inteligencia Artificial,Desktop,Ascender en trabajo actual,Secundaria,0,3,Mensual,5.0,0,2023-10-23,13,6,0.1,0,0,3,0,0,0.33,0.39,0.22,0.2,0.1,0.06,0.3,0.42,0.43,0.36,7,9,8,6,6,1.5,1.3,0.9,0.8,0.8,5.5,32,0,1,11,0,3,7,0,62,Estandar,3,6.9,10.0,0
PLZ-03664,México,22,Masculino,Expert Duo,Escuela de Gestion y Liderazgo,Mobile,Conseguir empleo tech,Universitario completo,3,10,Anual,301.0,0,2024-12-06,0,12,0.34,4,3,1,0,0,0.11,0.22,0.13,0.31,0.39,0.03,0.22,0.25,0.16,0.17,25,34,12,83,24,6.0,6.1,5.8,3.2,7.3,4.2,41,0,2,21,6,5,16,0,326,Estandar,1,2.1,6.0,0
PLZ-03665,Colombia,21,Femenino,Basic,Escuela de Diseno Grafico,Mobile,Conseguir empleo tech,Secundaria,10,3,Mensual,28.0,0,2025-01-29,1,6,0.61,3,2,1,0,0,0.38,0.04,0.45,0.06,0.16,0.08,0.21,0.49,0.09,0.02,2,2,3,56,18,4.5,6.5,2.9,2.5,5.8,-0.1,16,0,2,17,9,4,13,0,218,Estandar,2,4.4,,0
PLZ-03666,Colombia,23,Femenino,Expert,Escuela de Data Science e Inteligencia Artificial,Desktop,Freelance / proyectos propios,Universitario en curso,7,8,Anual,74.0,0,2024-02-17,28,12,0.28,3,2,3,0,0,0.35,0.32,0.36,0.37,0.4,0.41,0.19,0.34,0.13,0.05,8,16,11,38,3,0.8,0.6,0.4,0.8,1.0,-0.3,0,0,2,15,1,2,6,0,426,Estandar,1,5.8,9.0,1
PLZ-03667,Chile,24,Femenino,Gratuito,Escuela de Soft Skills,Desktop,Ascender en trabajo actual,Posgrado,0,1,Sin_suscripcion,-1.0,0,2023-08-21,123,4,0.0,0,0,1,0,0,0.19,0.13,0.22,0.15,0.0,0.15,0.38,0.4,0.03,0.07,15,18,5,5,5,1.2,1.3,0.9,1.0,1.0,4.2,15,0,0,12,6,8,17,0,96,Estandar,2,6.0,9.0,1
PLZ-03668,México,26,Femenino,Expert Family,Escuela de E-commerce y Negocios Digitales,Desktop,Ascender en trabajo actual,Posgrado,2,29,Anual,60.0,0,2024-08-04,5,21,0.43,9,6,2,0,0,0.63,0.64,0.3,0.45,0.24,0.26,0.36,0.13,0.51,0.28,4,11,15,128,15,3.8,2.3,4.6,2.3,4.8,-3.3,12,0,1,7,3,5,11,0,620,Estandar,0,0.0,3.0,0
PLZ-03669,México,28,No especifica,Expert,Escuela de Desarrollo Web,Desktop,Conseguir empleo tech,Tecnico,2,9,Anual,254.0,0,2023-02-06,24,10,0.23,2,1,0,0,0,0.15,0.59,0.15,0.12,0.38,0.06,0.22,0.28,0.46,0.24,17,20,12,55,8,2.0,2.3,1.6,2.3,2.9,0.9,1,0,5,11,3,5,14,0,219,Estandar,0,0.0,7.0,0
PLZ-03670,Colombia,16,Femenino,Expert,Escuela de Data Science e Inteligencia Artificial,Mobile,Aprender por curiosidad,Universitario completo,10,6,Anual,243.0,0,2024-05-16,9,8,0.25,2,1,1,0,0,0.08,0.33,0.12,0.07,0.08,0.41,0.17,0.27,0.49,0.23,0,10,17,38,15,3.8,4.4,4.5,2.3,2.4,6.0,6,3,1,19,3,7,19,0,352,Estandar,1,6.8,4.0,0
PLZ-03671,México,22,Masculino,Gratuito,Escuela de E-commerce y Negocios Digitales,Desktop,Conseguir empleo tech,Universitario completo,10,1,Sin_suscripcion,-1.0,0,2024-09-24,12,1,0.01,0,0,2,0,0,0.04,0.22,0.44,0.23,0.21,0.31,0.3,0.42,0.07,0.0,11,14,2,4,4,1.0,1.4,1.4,1.0,0.8,2.0,15,0,0,15,1,2,4,0,50,Estandar,2,5.3,10.0,1
PLZ-03672,México,24,Masculino,Expert,Escuela de Programacion y Software,Desktop,Ascender en trabajo actual,Universitario completo,0,3,Anual,295.0,1,2022-10-21,6,10,0.39,3,2,5,1,1,0.14,0.07,0.22,0.18,0.13,0.43,0.19,0.1,0.16,0.17,15,15,11,56,11,2.8,2.2,2.5,2.6,2.4,-0.5,6,0,2,22,4,5,12,0,894,Estandar,2,4.6,8.0,0
PLZ-03673,Perú,36,Femenino,Expert Duo,Escuela de Programacion y Software,Desktop,Conseguir empleo tech,Posgrado,7,10,Anual,104.0,2,2023-07-02,45,18,0.68,12,10,3,2,2,0.03,0.12,0.2,0.01,0.2,0.13,0.39,0.01,0.22,0.11,25,32,2,161,16,4.0,3.2,4.3,5.3,4.3,-0.1,8,0,2,20,1,8,18,0,2117,Pro,2,2.2,10.0,0
PLZ-03674,México,20,Femenino,Expert Duo,Escuela de Data Science e Inteligencia Artificial,Tablet,Ascender en trabajo actual,Universitario completo,0,17,Anual,48.0,0,2023-12-09,57,12,0.06,0,0,0,0,0,0.14,0.48,0.11,0.24,0.37,0.2,0.15,0.32,0.27,0.62,21,33,12,19,4,1.0,0.6,1.2,0.6,1.5,3.4,6,0,2,21,3,7,12,0,709,Estandar,1,1.5,5.0,1
PLZ-03675,Argentina,27,Masculino,Gratuito,Escuela de Diseno Grafico,Mobile,Ascender en trabajo actual,Universitario completo,1,1,Sin_suscripcion,-1.0,0,2022-08-25,115,1,0.02,0,0,2,0,0,0.05,0.14,0.37,0.05,0.27,0.41,0.3,0.36,0.05,0.03,8,13,2,1,1,0.2,0.1,0.3,0.3,0.2,3.1,13,0,0,12,2,6,11,0,67,Estandar,1,6.3,5.0,0
PLZ-03676,México,35,Masculino,Basic,Escuela de E-commerce y Negocios Digitales,Desktop,Ascender en trabajo actual,Universitario en curso,1,5,Mensual,8.0,0,2024-05-13,22,7,0.47,3,2,2,0,0,0.26,0.7,0.2,0.4,0.51,0.48,0.15,0.23,0.17,0.67,43,49,1,40,1,0.2,0.0,0.0,0.0,0.0,-6.2,1,0,0,1,4,5,18,0,303,Estandar,2,6.2,2.0,1
PLZ-03677,México,19,Femenino,Basic,Escuela de Ingles,Desktop,Cambiar de carrera,Universitario en curso,1,2,Mensual,20.0,0,2024-04-21,90,9,0.12,1,0,2,0,0,0.37,0.26,0.11,0.37,0.21,0.1,0.24,0.15,0.36,0.38,6,17,6,34,13,3.2,1.9,4.1,2.2,4.2,-5.2,0,0,1,13,3,5,10,0,109,Estandar,0,0.0,9.0,0
PLZ-03678,Colombia,29,Masculino,Gratuito,Escuela de Ciberseguridad,Desktop,Emprender startup,Universitario completo,7,3,Sin_suscripcion,-1.0,0,2024-01-17,116,1,0.15,0,0,0,0,0,0.37,0.64,0.1,0.59,0.63,0.04,0.37,0.04,0.04,0.24,83,83,0,1,1,0.2,0.0,0.0,0.0,0.0,-5.3,4,0,0,9,2,7,4,0,84,Estandar,3,3.2,10.0,0
PLZ-03679,Chile,22,Masculino,Expert,Escuela de Programacion y Software,Mobile,Freelance / proyectos propios,Universitario en curso,1,24,Anual,254.0,2,2022-11-26,34,7,0.46,3,2,1,0,0,0.28,0.26,0.28,0.57,0.17,0.18,0.25,0.31,0.13,0.31,2,5,4,40,21,5.2,7.7,4.0,7.8,3.5,2.1,55,0,4,11,2,3,2,0,547,Estandar,0,0.0,10.0,0
PLZ-03680,Colombia,23,Femenino,Gratuito,Escuela de Programacion y Software,Desktop,Conseguir empleo tech,Tecnico,5,1,Sin_suscripcion,-1.0,0,2023-04-04,44,3,0.43,1,0,1,0,0,0.3,0.37,0.23,0.41,0.03,0.09,0.42,0.04,0.23,0.04,14,20,1,18,7,1.8,1.6,2.5,2.1,1.8,2.8,0,0,0,21,2,5,18,0,104,Estandar,0,0.0,10.0,0
PLZ-03681,Perú,22,Femenino,Basic,Escuela de Ingles,Tablet,Freelance / proyectos propios,Tecnico,10,1,Mensual,28.0,0,2024-11-02,1,4,0.36,1,0,0,0,0,0.13,0.07,0.42,0.44,0.31,0.18,0.02,0.35,0.15,0.08,11,14,3,26,3,0.8,1.0,0.6,0.4,1.1,5.8,3,0,1,14,1,4,9,0,80,Estandar,0,0.0,4.0,1
PLZ-03682,México,22,Masculino,Expert,Escuela de Ciberseguridad,Desktop,Conseguir empleo tech,Tecnico,7,17,Cuotas x4,137.0,0,2022-07-04,9,13,0.22,2,1,3,0,0,0.12,0.16,0.23,0.27,0.42,0.21,0.34,0.04,0.08,0.53,10,23,8,55,18,4.5,2.6,5.3,4.6,2.5,1.9,2,0,4,16,3,6,15,0,420,Estandar,3,2.5,9.0,1
PLZ-03683,Perú,43,Masculino,Expert,Escuela de Desarrollo Web,Mobile,Freelance / proyectos propios,Tecnico,1,7,Anual,153.0,0,2024-09-28,89,10,0.3,3,2,2,0,0,0.11,0.03,0.08,0.14,0.41,0.34,0.15,0.38,0.18,0.08,2,11,5,73,13,3.2,4.0,1.7,4.7,1.6,0.0,32,0,5,15,5,2,4,1,402,Estandar,1,1.5,9.0,1
PLZ-03684,México,32,Masculino,Expert,Escuela de Programacion y Software,Mobile,Ascender en trabajo actual,Universitario en curso,5,11,Anual,344.0,0,2022-03-23,42,16,0.32,5,3,1,0,0,0.07,0.16,0.16,0.4,0.56,0.36,0.04,0.07,0.07,0.2,3,13,11,108,5,1.2,0.7,1.2,1.2,1.0,-1.0,30,0,4,18,1,5,19,2,554,Estandar,0,0.0,7.0,1
PLZ-03685,Argentina,33,Masculino,Expert Family,Escuela de Data Science e Inteligencia Artificial,Mobile,Aprender por curiosidad,Universitario en curso,2,2,Cuotas x4,58.0,0,2022-11-09,1,18,0.63,11,10,3,1,0,0.27,0.08,0.05,0.11,0.11,0.16,0.61,0.22,0.23,0.18,7,19,21,127,10,2.5,2.7,2.9,2.8,3.3,-2.3,4,0,0,20,2,5,18,0,849,Estandar,2,6.7,7.0,0
PLZ-03686,Colombia,29,Femenino,Gratuito,Escuela de Data Science e Inteligencia Artificial,Desktop,Emprender startup,Universitario completo,5,1,Sin_suscripcion,-1.0,0,2025-04-03,29,1,0.13,0,0,3,0,0,0.24,0.2,0.03,0.22,0.04,0.1,0.19,0.15,0.05,0.21,36,37,2,1,1,0.2,0.0,0.0,0.0,0.0,-10.8,14,0,0,21,1,1,2,0,29,Estandar,0,0.0,0.0,1
PLZ-03687,España,17,Masculino,Expert,Escuela de Data Science e Inteligencia Artificial,Mobile,Ascender en trabajo actual,Universitario completo,0,6,Anual,18.0,0,2024-07-31,31,10,0.17,1,0,1,0,0,0.27,0.13,0.16,0.34,0.15,0.21,0.05,0.09,0.15,0.3,3,11,6,26,13,3.2,3.5,2.2,3.5,3.6,-1.4,13,0,3,22,2,3,2,0,226,Estandar,0,0.0,4.0,0
PLZ-03688,Colombia,29,Masculino,Gratuito,Escuela de Programacion y Software,Desktop,Ascender en trabajo actual,Universitario en curso,3,1,Sin_suscripcion,-1.0,0,2023-06-07,23,1,0.22,0,0,1,0,0,0.12,0.46,0.15,0.19,0.27,0.11,0.1,0.32,0.1,0.12,53,57,0,3,0,0.0,0.0,0.0,0.0,0.0,-3.5,37,0,0,8,4,9,33,0,99,Estandar,1,4.6,0.0,1
PLZ-03689,México,33,Masculino,Basic,Escuela de E-commerce y Negocios Digitales,Desktop,Freelance / proyectos propios,Posgrado,5,15,Mensual,10.0,0,2024-06-28,37,5,0.4,2,1,0,0,0,0.07,0.25,0.05,0.09,0.02,0.02,0.03,0.16,0.52,0.54,6,11,7,36,4,1.0,1.0,1.1,1.4,0.9,2.1,5,0,3,23,2,7,26,0,609,Estandar,1,3.3,7.0,1
PLZ-03690,México,21,Masculino,Gratuito,Escuela de Desarrollo Web,Mobile,Conseguir empleo tech,Universitario completo,5,1,Sin_suscripcion,-1.0,0,2023-11-18,115,4,0.05,0,0,0,0,0,0.03,0.26,0.35,0.26,0.44,0.12,0.19,0.34,0.09,0.49,31,38,1,19,1,0.2,0.0,0.0,0.0,0.0,-4.1,4,0,0,16,6,3,4,0,65,Estandar,1,5.8,8.0,1
PLZ-03691,Chile,32,No especifica,Gratuito,Escuela de Marketing Digital,Tablet,Emprender startup,Universitario completo,10,2,Sin_suscripcion,-1.0,0,2022-04-13,194,1,0.01,0,0,2,0,0,0.03,0.13,0.14,0.28,0.27,0.46,0.1,0.32,0.14,0.34,82,90,2,1,0,0.0,0.0,0.0,0.0,0.0,-7.7,5,0,0,8,3,3,6,0,69,Estandar,0,0.0,10.0,0
PLZ-03692,Colombia,31,Masculino,Basic,Escuela de Programacion y Software,Mobile,Ascender en trabajo actual,Posgrado,0,3,Mensual,9.0,2,2025-03-28,32,7,0.4,2,1,1,0,0,0.26,0.17,0.08,0.29,0.15,0.33,0.05,0.15,0.28,0.16,17,19,8,39,20,5.0,4.2,5.6,2.6,7.4,2.3,5,0,1,7,2,7,24,2,305,Estandar,2,6.5,9.0,1
PLZ-03693,Perú,38,Femenino,Basic,Escuela de Programacion y Software,Desktop,Conseguir empleo tech,Tecnico,1,1,Mensual,6.0,0,2024-02-26,80,2,0.18,0,0,3,0,0,0.12,0.49,0.22,0.16,0.36,0.4,0.12,0.55,0.65,0.24,39,43,2,6,1,0.2,0.0,0.0,0.0,0.0,-3.1,10,0,0,8,3,8,12,0,71,Estandar,1,4.4,8.0,1
PLZ-03694,México,24,Femenino,Expert Duo,Escuela de Ingles,Mobile,Aprender por curiosidad,Universitario en curso,2,24,Anual,193.0,0,2025-03-15,20,5,0.24,1,0,4,0,0,0.3,0.28,0.25,0.38,0.57,0.14,0.16,0.39,0.51,0.26,5,12,13,16,13,3.2,4.6,2.9,2.2,4.6,4.1,4,0,3,18,4,7,25,0,452,Estandar,1,4.4,9.0,0
PLZ-03695,México,20,Masculino,Expert,Escuela de Videojuegos,Desktop,Conseguir empleo tech,Universitario en curso,1,5,Cuotas x4,337.0,2,2023-12-11,38,7,0.45,3,2,0,0,0,0.02,0.12,0.38,0.21,0.07,0.04,0.23,0.1,0.14,0.17,5,15,5,41,17,4.2,6.1,4.2,2.6,3.9,3.4,54,0,2,16,3,2,6,0,196,Estandar,3,2.0,9.0,1
PLZ-03696,México,24,Femenino,Expert Family,Escuela de Desarrollo Web,Desktop,Conseguir empleo tech,Universitario en curso,1,35,Anual,128.0,0,2022-01-30,29,15,0.38,5,4,2,0,0,0.09,0.18,0.19,0.43,0.07,0.21,0.03,0.06,0.44,0.04,0,13,17,84,21,5.2,7.6,3.6,7.0,5.3,-2.4,1,1,2,8,2,4,5,0,1586,Pro,2,3.9,5.0,0
PLZ-03697,Guatemala,35,Masculino,Expert,Escuela de Videojuegos,Mobile,Ascender en trabajo actual,Secundaria,0,12,Anual,10.0,0,2025-04-01,24,10,0.46,4,3,0,0,0,0.62,0.14,0.22,0.22,0.09,0.3,0.22,0.22,0.0,0.25,2,10,8,73,4,1.0,1.0,0.5,1.1,0.8,-3.2,4,0,1,8,0,3,7,0,531,Estandar,1,6.3,8.0,0
PLZ-03698,Argentina,16,Femenino,Gratuito,Escuela de Gestion y Liderazgo,Desktop,Freelance / proyectos propios,Universitario completo,5,1,Sin_suscripcion,-1.0,0,2023-06-13,58,5,0.44,2,1,1,0,0,0.25,0.18,0.01,0.07,0.34,0.32,0.12,0.07,0.1,0.22,88,101,2,35,0,0.0,0.0,0.0,0.0,0.0,-6.8,3,0,0,14,4,5,3,0,106,Estandar,0,0.0,7.0,1
PLZ-03699,Bolivia,16,Masculino,Basic,Escuela de Programacion y Software,Tablet,Ascender en trabajo actual,Tecnico,7,1,Mensual,22.0,2,2024-01-16,70,4,0.13,0,0,4,0,0,0.2,0.18,0.14,0.04,0.1,0.11,0.15,0.43,0.4,0.46,0,7,7,4,4,1.0,0.8,0.9,0.9,1.4,3.1,13,4,7,5,4,3,8,0,74,Estandar,1,3.6,0.0,1
PLZ-03700,México,27,Femenino,Basic,Escuela de Data Science e Inteligencia Artificial,Desktop,Freelance / proyectos propios,Posgrado,0,5,Mensual,7.0,0,2024-06-30,9,2,0.06,0,0,1,0,0,0.04,0.36,0.3,0.28,0.34,0.25,0.27,0.15,0.16,0.48,28,34,3,8,8,2.0,1.7,2.1,2.6,2.9,-1.7,45,0,0,15,7,4,3,0,133,Estandar,0,0.0,10.0,1
PLZ-03701,Argentina,24,Masculino,Basic,Escuela de Marketing Digital,Desktop,Conseguir empleo tech,Universitario completo,0,3,Mensual,1.0,1,2022-11-20,5,2,0.13,0,0,2,0,0,0.04,0.17,0.02,0.4,0.14,0.23,0.26,0.47,0.04,0.35,8,15,4,6,6,1.5,1.6,1.0,1.8,1.2,-1.0,1,0,1,18,3,3,1,2,233,Estandar,1,5.7,5.0,1
PLZ-03702,Argentina,27,Femenino,Expert,Escuela de Desarrollo Web,Mobile,Ascender en trabajo actual,Universitario completo,1,14,Anual,258.0,0,2024-03-11,37,5,0.09,0,0,2,0,0,0.07,0.37,0.17,0.24,0.45,0.15,0.34,0.25,0.19,0.65,42,43,0,19,0,0.0,0.0,0.0,0.0,0.0,-4.7,3,0,0,6,4,11,37,0,283,Estandar,0,0.0,5.0,0
PLZ-03703,México,32,Masculino,Expert,Escuela de Data Science e Inteligencia Artificial,Mobile,Ascender en trabajo actual,Tecnico,2,2,Cuotas x4,224.0,0,2023-05-21,23,7,0.36,2,1,2,0,0,0.44,0.14,0.26,0.43,0.13,0.19,0.25,0.76,0.23,0.21,2,10,6,44,8,2.0,1.9,2.2,1.5,2.0,4.0,1,0,1,10,2,6,12,0,170,Estandar,0,0.0,10.0,1
PLZ-03704,Chile,23,Femenino,Basic,Escuela de Desarrollo Web,Desktop,Cambiar de carrera,Universitario completo,5,6,Mensual,21.0,0,2024-01-24,9,5,0.19,0,0,5,0,0,0.19,0.08,0.37,0.23,0.29,0.28,0.16,0.23,0.52,0.02,2,14,3,13,13,3.2,2.1,3.9,3.5,1.7,-0.0,11,0,4,20,1,7,9,0,166,Estandar,3,2.2,9.0,0
PLZ-03705,Bolivia,16,Masculino,Gratuito,Escuela de Desarrollo Web,Desktop,Conseguir empleo tech,Universitario en curso,0,1,Sin_suscripcion,-1.0,0,2024-02-18,34,2,0.24,0,0,3,0,0,0.35,0.01,0.3,0.47,0.32,0.41,0.25,0.56,0.03,0.3,5,12,2,2,2,0.5,0.3,0.5,0.5,0.4,1.3,0,0,0,19,1,1,2,0,30,Estandar,0,0.0,6.0,0
PLZ-03706,Ecuador,39,Femenino,Gratuito,Escuela de E-commerce y Negocios Digitales,Mobile,Conseguir empleo tech,Universitario en curso,3,1,Sin_suscripcion,-1.0,0,2024-02-11,38,2,0.02,0,0,4,0,0,0.48,0.2,0.14,0.09,0.2,0.2,0.09,0.16,0.2,0.16,67,80,1,9,1,0.2,0.0,0.0,0.0,0.0,-6.4,7,0,0,21,3,3,5,0,38,Estandar,0,0.0,10.0,0
PLZ-03707,Perú,21,Masculino,Gratuito,Escuela de Programacion y Software,Desktop,Emprender startup,Universitario completo,0,1,Sin_suscripcion,-1.0,0,2023-06-01,22,2,0.24,0,0,2,0,0,0.08,0.25,0.09,0.42,0.09,0.14,0.1,0.15,0.14,0.04,67,73,1,6,0,0.0,0.0,0.0,0.0,0.0,-4.6,14,0,0,12,3,9,10,1,113,Estandar,1,3.6,10.0,0
PLZ-03708,México,20,Masculino,Gratuito,Escuela de Data Science e Inteligencia Artificial,Desktop,Cambiar de carrera,Universitario en curso,10,1,Sin_suscripcion,-1.0,0,2024-05-02,73,4,0.0,0,0,1,0,0,0.2,0.23,0.06,0.05,0.53,0.18,0.3,0.16,0.08,0.18,12,15,5,12,5,1.2,1.8,0.7,1.0,1.1,1.1,0,0,0,13,3,8,21,0,82,Estandar,1,5.0,9.0,1
PLZ-03709,México,33,Femenino,Expert,Escuela de Desarrollo Web,Mobile,Aprender por curiosidad,Universitario completo,7,13,Anual,259.0,0,2023-12-18,76,8,0.18,1,0,1,0,0,0.61,0.42,0.35,0.14,0.54,0.05,0.24,0.45,0.32,0.37,2,2,11,31,13,3.2,4.6,3.8,2.6,4.8,-0.6,1,0,5,20,3,7,6,0,551,Estandar,1,5.2,4.0,0
PLZ-03710,Guatemala,24,No especifica,Gratuito,Escuela de Marketing Digital,Desktop,Conseguir empleo tech,Universitario completo,10,1,Sin_suscripcion,-1.0,0,2023-09-18,13,1,0.22,0,0,4,0,0,0.06,0.26,0.41,0.14,0.25,0.23,0.18,0.52,0.17,0.11,9,16,2,4,4,1.0,0.6,1.5,1.1,1.0,0.9,16,0,0,2,3,7,17,0,87,Estandar,0,0.0,4.0,0
PLZ-03711,México,26,Masculino,Expert,Escuela de Ingles,Tablet,Ascender en trabajo actual,Tecnico,0,27,Anual,326.0,0,2022-10-18,7,11,0.36,3,2,1,0,0,0.06,0.39,0.03,0.34,0.31,0.31,0.16,0.14,0.09,0.03,30,36,1,63,0,0.0,0.0,0.0,0.0,0.0,-7.0,1,0,0,13,2,3,4,0,1057,Estandar,2,4.9,9.0,1
